"title","genre","director","year","duration","gross","budget","cast_facebook_likes","votes","reviews","rating","duration2"
"Over Her Dead Body","Comedy","Jeff Lowell",2008,95,7563670,10000000,3651,21268,153,5.2,"[ 63,100)"
"Twilight","Drama","Catherine Hardwicke",2008,122,191449475,37000000,44060,348007,1885,5.2,"[120,280]"
"Strange Wilderness","Adventure","Fred Wolf",2008,87,6563357,20000000,4218,18571,178,5.3,"[ 63,100)"
"Welcome Home, Roscoe Jenkins","Comedy","Malcolm D. Lee",2008,114,42168445,35000000,3565,10791,115,5.3,"[100,120)"
"Bangkok Dangerous","Action","Danny Pang",2008,99,15279680,40000000,12166,48245,279,5.4,"[ 63,100)"
"You Don't Mess with the Zohan","Action","Dennis Dugan",2008,113,100018837,90000000,13446,156348,578,5.5,"[100,120)"
"The House Bunny","Comedy","Fred Wolf",2008,97,48237389,25000000,18789,63969,255,5.5,"[ 63,100)"
"The Day the Earth Stood Still","Drama","Scott Derrickson",2008,104,79363785,80000000,22194,139423,974,5.5,"[100,120)"
"Fool's Gold","Action","Andy Tennant",2008,112,70224196,70000000,13827,59352,314,5.6,"[100,120)"
"War, Inc.","Action","Joshua Seftel",2008,107,578527,10000000,988,20008,191,5.7,"[100,120)"
"The Pirates Who Don't Do Anything: A VeggieTales Movie","Adventure","Mike Nawrocki",2008,85,12701880,15000000,568,2037,59,5.7,"[ 63,100)"
"What Just Happened","Comedy","Barry Levinson",2008,104,1089365,25000000,71973,23767,248,5.7,"[100,120)"
"Drillbit Taylor","Comedy","Steven Brill",2008,102,32853640,40000000,3239,50199,247,5.7,"[100,120)"
"Journey to the Center of the Earth","Action","Eric Brevig",2008,93,101702060,45000000,17925,85323,413,5.8,"[ 63,100)"
"Mad Money","Comedy","Callie Khouri",2008,104,20668843,22000000,2453,16831,152,5.8,"[100,120)"
"Made of Honor","Comedy","Paul Weiland",2008,101,46012734,40000000,4298,54421,229,5.8,"[100,120)"
"Semi-Pro","Comedy","Kent Alterman",2008,99,33472850,55000000,10026,67005,283,5.8,"[ 63,100)"
"My Best Friend's Girl","Comedy","Howard Deutch",2008,112,19151864,40000000,3301,36983,180,5.9,"[100,120)"
"Sleep Dealer","Drama","Alex Rivera",2008,90,75727,2500000,862,5699,87,5.9,"[ 63,100)"
"The X Files: I Want to Believe","Drama","Chris Carter",2008,108,20981633,30000000,2351,78256,762,5.9,"[100,120)"
"Punisher: War Zone","Action","Lexi Alexander",2008,103,7948159,35000000,6563,48999,431,6,"[100,120)"
"Miracle at St. Anna","Action","Spike Lee",2008,160,7916887,45000000,26982,15697,340,6,"[120,280]"
"Righteous Kill","Action","Jon Avnet",2008,101,40076438,60000000,38809,73368,446,6,"[100,120)"
"Nim's Island","Adventure","Jennifer Flackett",2008,96,48006503,37000000,18178,28109,249,6,"[ 63,100)"
"Baby Mama","Comedy","Michael McCullers",2008,99,60269340,30000000,6930,34079,242,6,"[ 63,100)"
"Leatherheads","Comedy","George Clooney",2008,114,31199215,58000000,589,27664,306,6,"[100,120)"
"Jumper","Action","Doug Liman",2008,88,80170146,85000000,21863,243053,726,6.1,"[ 63,100)"
"Speed Racer","Action","Lana Wachowski",2008,135,43929341,120000000,902,57873,698,6.1,"[120,280]"
"Swing Vote","Comedy","Joshua Michael Stern",2008,120,16284360,21000000,6212,15079,210,6.1,"[120,280]"
"27 Dresses","Comedy","Anne Fletcher",2008,111,76806312,30000000,2978,124501,329,6.1,"[100,120)"
"What Happens in Vegas","Comedy","Tom Vaughan",2008,101,80276912,35000000,1026,140740,299,6.1,"[100,120)"
"Bedtime Stories","Comedy","Adam Shankman",2008,99,109993847,80000000,12831,72326,260,6.1,"[ 63,100)"
"Indiana Jones and the Kingdom of the Crystal Skull","Action","Steven Spielberg",2008,122,317011114,185000000,14959,333847,2524,6.2,"[120,280]"
"The Rocker","Comedy","Peter Cattaneo",2008,102,6409206,15000000,33153,32311,236,6.2,"[100,120)"
"Step Up 2: The Streets","Drama","Jon M. Chu",2008,98,58006147,23000000,816,67653,205,6.2,"[ 63,100)"
"Mamma Mia!","Comedy","Phyllida Lloyd",2008,108,143704210,52000000,26002,145974,849,6.3,"[100,120)"
"Death Race","Action","Paul W.S. Anderson",2008,111,36064910,45000000,28643,166610,441,6.4,"[100,120)"
"Hancock","Action","Peter Berg",2008,102,227946274,150000000,21584,343648,908,6.4,"[100,120)"
"Hamlet 2","Comedy","Andrew Fleming",2008,92,4881867,9000000,3767,15200,205,6.4,"[ 63,100)"
"Get Smart","Action","Peter Segal",2008,110,130313314,80000000,44798,168172,645,6.5,"[100,120)"
"Sex Drive","Adventure","Sean Anders",2008,129,8396942,19000000,4324,72715,205,6.5,"[120,280]"
"City of Ember","Adventure","Gil Kenan",2008,90,7871693,55000000,15494,52908,220,6.5,"[ 63,100)"
"Choke","Comedy","Clark Gregg",2008,92,2926565,3000000,3608,28573,231,6.5,"[ 63,100)"
"Fireproof","Drama","Alex Kendrick",2008,122,33451479,500000,1164,17068,265,6.5,"[120,280]"
"Stop-Loss","Drama","Kimberly Peirce",2008,112,10911750,25000000,43560,17757,242,6.5,"[100,120)"
"Never Back Down","Action","Jeff Wadlow",2008,110,24848292,20000000,4089,80556,324,6.6,"[100,120)"
"The Forbidden Kingdom","Action","Rob Minkoff",2008,104,25040293,55000000,7247,88049,485,6.6,"[100,120)"
"Eagle Eye","Action","D.J. Caruso",2008,118,101111837,80000000,5637,150764,533,6.6,"[100,120)"
"The Chronicles of Narnia: Prince Caspian","Action","Andrew Adamson",2008,150,141614023,225000000,22697,149922,696,6.6,"[120,280]"
"Harold & Kumar Escape from Guantanamo Bay","Adventure","Jon Hurwitz",2008,102,38087366,12000000,4065,113918,318,6.6,"[100,120)"
"The Spiderwick Chronicles","Adventure","Mark Waters",2008,107,71148699,90000000,1614,68935,323,6.6,"[100,120)"
"Zack and Miri Make a Porno","Comedy","Kevin Smith",2008,101,31452765,24000000,638,149835,490,6.6,"[100,120)"
"Wanted","Action","Timur Bekmambetov",2008,110,134568845,75000000,25763,299852,1029,6.7,"[100,120)"
"Madagascar: Escape 2 Africa","Action","Eric Darnell",2008,89,179982968,150000000,3285,146019,286,6.7,"[ 63,100)"
"Nick and Norah's Infinite Playlist","Comedy","Peter Sollett",2008,90,31487293,9000000,2807,74887,295,6.7,"[ 63,100)"
"Ghost Town","Comedy","David Koepp",2008,102,13214030,20000000,500,60516,357,6.7,"[100,120)"
"Trucker","Drama","James Mottern",2008,90,52166,2000000,89263,2792,68,6.7,"[ 63,100)"
"Kit Kittredge: An American Girl","Drama","Patricia Rozema",2008,101,17655201,10000000,3317,4719,97,6.7,"[100,120)"
"Street Kings","Action","David Ayer",2008,109,26415649,20000000,33878,94892,379,6.8,"[100,120)"
"The Incredible Hulk","Action","Louis Leterrier",2008,135,134518390,150000000,5811,326286,997,6.8,"[120,280]"
"Bottle Shock","Comedy","Randall Miller",2008,110,4040588,5000000,25676,12233,198,6.8,"[100,120)"
"Yes Man","Comedy","Peyton Reed",2008,104,97680195,70000000,29505,271691,433,6.8,"[100,120)"
"Redbelt","Drama","David Mamet",2008,99,2344847,7000000,2158,18561,277,6.8,"[ 63,100)"
"The Yellow Handkerchief","Drama","Udayan Prasad",2008,102,317040,15500000,30978,6723,96,6.8,"[100,120)"
"The Brothers Bloom","Adventure","Rian Johnson",2008,114,3519627,20000000,3014,41737,287,6.9,"[100,120)"
"Bolt","Adventure","Byron Howard",2008,96,114053579,150000000,20007,146766,403,6.9,"[ 63,100)"
"Sunshine Cleaning","Comedy","Christine Jeffs",2008,91,12055108,8000000,2528,61151,329,6.9,"[ 63,100)"
"Step Brothers","Comedy","Adam McKay",2008,106,100468793,65000000,11264,212499,450,6.9,"[100,120)"
"Cloverfield","Action","Matt Reeves",2008,85,80034302,25000000,3958,296787,2651,7,"[ 63,100)"
"Pineapple Express","Action","David Gordon Green",2008,117,87341380,27000000,15590,255257,606,7,"[100,120)"
"Hellboy II: The Golden Army","Action","Guillermo del Toro",2008,120,75754670,85000000,3632,208422,687,7,"[120,280]"
"Tropic Thunder","Action","Ben Stiller",2008,121,110416702,92000000,23484,307539,885,7,"[120,280]"
"The Wackness","Comedy","Jonathan Levine",2008,99,2077046,6000000,2748,27266,222,7,"[ 63,100)"
"The Lucky Ones","Comedy","Neil Burger",2008,115,183088,15000000,2243,11704,93,7,"[100,120)"
"Burn After Reading","Comedy","Ethan Coen",2008,96,60338891,37000000,36093,248468,886,7,"[ 63,100)"
"Body of Lies","Action","Ridley Scott",2008,128,39380442,70000000,29824,174248,501,7.1,"[120,280]"
"Marley & Me","Comedy","David Frankel",2008,115,143151473,60000000,4811,116681,500,7.1,"[100,120)"
"Wendy and Lucy","Drama","Kelly Reichardt",2008,80,856942,200000,460,12241,301,7.1,"[ 63,100)"
"Two Lovers","Drama","James Gray",2008,110,3148482,12000000,1540,29613,288,7.1,"[100,120)"
"Valkyrie","Drama","Bryan Singer",2008,121,83077470,75000000,14165,183247,709,7.1,"[120,280]"
"Forgetting Sarah Marshall","Comedy","Nicholas Stoller",2008,118,62877175,30000000,16758,217507,578,7.2,"[100,120)"
"Lovely, Still","Drama","Nicholas Fackler",2008,90,124720,5000000,4987,1560,42,7.3,"[ 63,100)"
"The Secret Life of Bees","Drama","Gina Prince-Bythewood",2008,110,37766350,11000000,3376,19440,165,7.3,"[100,120)"
"Revolutionary Road","Drama","Sam Mendes",2008,119,22877808,35000000,53895,152591,737,7.3,"[100,120)"
"Synecdoche, New York","Comedy","Charlie Kaufman",2008,124,3081925,21000000,24732,55842,519,7.5,"[120,280]"
"Doubt","Drama","John Patrick Shanley",2008,104,33422556,20000000,33903,99236,614,7.5,"[100,120)"
"Kung Fu Panda","Action","Mark Osborne",2008,92,215395021,130000000,12754,307029,626,7.6,"[ 63,100)"
"The Hurt Locker","Drama","Kathryn Bigelow",2008,131,15700000,15000000,11114,332065,1264,7.6,"[120,280]"
"The Reader","Drama","Stephen Daldry",2008,124,34180954,32000000,14504,189812,669,7.6,"[120,280]"
"Religulous","Comedy","Larry Charles",2008,101,12995673,2500000,338,52286,542,7.7,"[100,120)"
"Frost/Nixon","Drama","Ron Howard",2008,122,18593156,35000000,6161,88682,543,7.7,"[120,280]"
"Seven Pounds","Drama","Gabriele Muccino",2008,123,69951824,55000000,14727,232710,801,7.7,"[120,280]"
"The Curious Case of Benjamin Button","Drama","David Fincher",2008,166,127490802,150000000,13333,459346,1184,7.8,"[120,280]"
"Iron Man","Action","Jon Favreau",2008,126,318298180,140000000,39252,696338,1541,7.9,"[120,280]"
"The Wrestler","Drama","Darren Aronofsky",2008,109,26236603,6000000,1582,251349,938,7.9,"[100,120)"
"Gran Torino","Drama","Clint Eastwood",2008,116,148085755,33000000,17347,561773,1237,8.2,"[100,120)"
"WALL·E","Adventure","Andrew Stanton",2008,98,223806889,180000000,2975,718837,1464,8.4,"[ 63,100)"
"The Dark Knight","Action","Christopher Nolan",2008,152,533316061,185000000,57802,1676169,5312,9,"[120,280]"
"Dragonball: Evolution","Action","James Wong",2009,100,9353573,45000000,1100,56451,654,2.7,"[100,120)"
"Dance Flick","Action","Damien Dante Wayans",2009,88,25615792,25000000,4378,10161,133,3.5,"[ 63,100)"
"I Can Do Bad All by Myself","Comedy","Tyler Perry",2009,113,51697449,13000000,1465,8346,95,4.1,"[100,120)"
"Hannah Montana: The Movie","Comedy","Peter Chelsom",2009,102,79566871,30000000,4516,31760,271,4.2,"[100,120)"
"The Twilight Saga: New Moon","Adventure","Chris Weitz",2009,130,296623634,50000000,64040,220758,1218,4.6,"[120,280]"
"Motherhood","Comedy","Katherine Dieckmann",2009,90,92900,5000000,3146,3662,66,4.7,"[ 63,100)"
"Did You Hear About the Morgans?","Comedy","Marc Lawrence",2009,103,29580087,58000000,3150,29523,254,4.7,"[100,120)"
"All About Steve","Comedy","Phil Traill",2009,99,33860010,15000000,16461,33088,271,4.8,"[ 63,100)"
"The Unborn","Drama","David S. Goyer",2009,89,42638165,16000000,12183,42182,408,4.8,"[ 63,100)"
"Year One","Adventure","Harold Ramis",2009,100,43337279,60000000,12258,76770,373,4.9,"[100,120)"
"Shorts","Comedy","Robert Rodriguez",2009,89,20916309,40000000,88422,5332,140,4.9,"[ 63,100)"
"Fame","Comedy","Kevin Tancharoen",2009,123,22452209,18000000,5734,14062,216,5,"[120,280]"
"G-Force","Action","Hoyt Yeatman",2009,88,119420252,150000000,2217,33042,235,5.1,"[ 63,100)"
"Miss March","Comedy","Zach Cregger",2009,90,4542775,6000000,1831,18313,149,5.1,"[ 63,100)"
"Jennifer's Body","Comedy","Karyn Kusama",2009,107,16204793,16000000,24805,92712,594,5.1,"[100,120)"
"Paul Blart: Mall Cop","Action","Steve Carr",2009,91,20819129,26000000,2954,84209,368,5.2,"[ 63,100)"
"Post Grad","Comedy","Vicky Jenson",2009,88,6373693,15000000,25637,11498,150,5.3,"[ 63,100)"
"Aliens in the Attic","Adventure","John Schultz",2009,86,25200412,45000000,3423,16580,137,5.4,"[ 63,100)"
"Land of the Lost","Adventure","Brad Silberling",2009,102,49392095,100000000,10552,52029,391,5.4,"[100,120)"
"Bride Wars","Comedy","Gary Winick",2009,89,58715510,30000000,13794,79094,281,5.4,"[ 63,100)"
"Hotel for Dogs","Comedy","Thor Freudenthal",2009,100,73023275,35000000,5174,16271,164,5.4,"[100,120)"
"Old Dogs","Comedy","Walt Becker",2009,88,49474048,35000000,53370,31191,244,5.4,"[ 63,100)"
"Whiteout","Action","Dominic Sena",2009,101,10268846,35000000,1947,31918,308,5.5,"[100,120)"
"The Open Road","Comedy","Michael Meredith",2009,91,19348,10000000,16118,2941,34,5.5,"[ 63,100)"
"Couples Retreat","Comedy","Peter Billingsley",2009,113,109176215,60000000,8172,83506,310,5.5,"[100,120)"
"12 Rounds","Action","Renny Harlin",2009,108,12232937,22000000,2799,22823,226,5.6,"[100,120)"
"New in Town","Comedy","Jonas Elmer",2009,97,16699684,8000000,25792,17461,199,5.6,"[ 63,100)"
"Imagine That","Comedy","Karey Kirkpatrick",2009,107,16088610,55000000,3742,10417,132,5.6,"[100,120)"
"The Box","Drama","Richard Kelly",2009,115,15045676,16000000,2466,76303,663,5.6,"[100,120)"
"Love Happens","Drama","Brandon Camp",2009,109,22927390,18000000,4947,25344,188,5.6,"[100,120)"
"Armored","Action","Nimrod Antal",2009,88,15988876,27000000,137712,26236,217,5.7,"[ 63,100)"
"Race to Witch Mountain","Action","Andy Fickman",2009,98,67128202,65000000,14007,43328,276,5.7,"[ 63,100)"
"Gamer","Action","Mark Neveldine",2009,95,20488579,50000000,29926,113483,425,5.8,"[ 63,100)"
"G.I. Joe: The Rise of Cobra","Action","Stephen Sommers",2009,118,150167630,175000000,26683,174578,784,5.8,"[100,120)"
"Saint John of Las Vegas","Comedy","Hue Rhodes",2009,85,100669,3800000,36885,2522,56,5.8,"[ 63,100)"
"Observe and Report","Comedy","Jody Hill",2009,86,23993605,18000000,727,52467,438,5.8,"[ 63,100)"
"Nine","Drama","Rob Marshall",2009,118,19673424,80000000,619,37446,437,5.8,"[100,120)"
"Next Day Air","Action","Benny Boom",2009,84,10017041,3000000,4815,8265,69,5.9,"[ 63,100)"
"Cirque du Freak: The Vampire's Assistant","Action","Paul Weitz",2009,109,13838130,40000000,20503,35990,314,5.9,"[100,120)"
"Night at the Museum: Battle of the Smithsonian","Adventure","Shawn Levy",2009,105,177243721,150000000,54039,130272,394,5.9,"[100,120)"
"The Good Guy","Comedy","Julio DePietro",2009,90,100503,8000000,3124,7759,42,5.9,"[ 63,100)"
"My Life in Ruins","Comedy","Donald Petrie",2009,98,8662318,17000000,2016,15033,187,5.9,"[ 63,100)"
"After.Life","Drama","Agnieszka Wojtowicz-Vosloo",2009,104,108229,4500000,15860,30836,275,5.9,"[100,120)"
"Transformers: Revenge of the Fallen","Action","Michael Bay",2009,150,402076689,200000000,3218,323207,1805,6,"[120,280]"
"Not Easily Broken","Drama","Bill Duke",2009,99,10572742,8000000,2269,2326,66,6.1,"[ 63,100)"
"Crank: High Voltage","Action","Mark Neveldine",2009,96,13630226,20000000,30541,112516,373,6.2,"[ 63,100)"
"Extract","Comedy","Mike Judge",2009,92,10814185,8000000,41867,37530,298,6.2,"[ 63,100)"
"The Men Who Stare at Goats","Comedy","Grant Heslov",2009,94,32416109,25000000,32474,109620,539,6.2,"[ 63,100)"
"Duplicity","Comedy","Tony Gilroy",2009,125,40559930,60000000,10623,41727,395,6.2,"[120,280]"
"The Missing Person","Drama","Noah Buschel",2009,95,17580,1500000,2749,1268,89,6.2,"[ 63,100)"
"Princess Kaiulani","Drama","Marc Forby",2009,97,883887,9000000,1426,1201,40,6.2,"[ 63,100)"
"Knowing","Drama","Alex Proyas",2009,121,79948113,50000000,13421,186879,1070,6.2,"[120,280]"
"The Boondock Saints II: All Saints Day","Action","Troy Duffy",2009,138,10269307,8000000,17524,53251,279,6.3,"[120,280]"
"Surrogates","Action","Jonathan Mostow",2009,89,38542418,80000000,18132,151424,510,6.3,"[ 63,100)"
"Chloe","Drama","Atom Egoyan",2009,96,3074838,11000000,14372,56264,392,6.3,"[ 63,100)"
"Ninja Assassin","Action","James McTeigue",2009,99,38105077,40000000,701,58349,429,6.4,"[ 63,100)"
"The Taking of Pelham 1 2 3","Action","Tony Scott",2009,106,65452312,100000000,19906,149998,552,6.4,"[100,120)"
"Solitary Man","Comedy","Brian Koppelman",2009,90,4360548,15000000,2661,13371,176,6.4,"[ 63,100)"
"The Invention of Lying","Comedy","Ricky Gervais",2009,100,18439082,18500000,7252,94292,479,6.4,"[100,120)"
"17 Again","Comedy","Burr Steers",2009,102,64149837,20000000,7009,146899,376,6.4,"[100,120)"
"Bandslam","Comedy","Todd Graff",2009,111,5205343,20000000,1573,11958,118,6.4,"[100,120)"
"He's Just Not That Into You","Comedy","Ken Kwapis",2009,129,93952276,40000000,318,132048,364,6.4,"[120,280]"
"Funny People","Comedy","Judd Apatow",2009,153,51814190,75000000,11852,100837,531,6.4,"[120,280]"
"The International","Action","Tom Tykwer",2009,118,25450527,50000000,7654,80196,435,6.5,"[100,120)"
"Monsters vs. Aliens","Action","Rob Letterman",2009,94,198332128,175000000,2579,114553,406,6.5,"[ 63,100)"
"A Perfect Getaway","Adventure","David Twohy",2009,108,15483540,14000000,41359,56338,375,6.5,"[100,120)"
"The Joneses","Comedy","Derrick Borte",2009,96,1474508,5000000,4607,33473,232,6.5,"[ 63,100)"
"Youth in Revolt","Comedy","Miguel Arteta",2009,90,15281286,18000000,16004,64646,297,6.5,"[ 63,100)"
"The Informant!","Comedy","Steven Soderbergh",2009,108,33313582,21000000,16031,52888,423,6.5,"[100,120)"
"The Ugly Truth","Comedy","Robert Luketic",2009,96,88915214,38000000,22436,163665,343,6.5,"[ 63,100)"
"The Mighty Macs","Drama","Tim Chambers",2009,99,1889522,7000000,2589,1119,46,6.5,"[ 63,100)"
"Underworld: Rise of the Lycans","Action","Patrick Tatopoulos",2009,92,45802315,35000000,2184,119974,333,6.6,"[ 63,100)"
"Terminator Salvation","Action","McG",2009,118,125320003,200000000,27468,286095,1396,6.6,"[100,120)"
"It's Complicated","Comedy","Nancy Meyers",2009,120,112703470,85000000,15226,69860,401,6.6,"[120,280]"
"X-Men Origins: Wolverine","Action","Gavin Hood",2009,119,179883016,150000000,40054,361924,991,6.7,"[100,120)"
"Taking Woodstock","Comedy","Ang Lee",2009,120,7443007,30000000,1500,24663,281,6.7,"[120,280]"
"The Proposal","Comedy","Anne Fletcher",2009,108,163947053,40000000,18656,227824,497,6.7,"[100,120)"
"The Greatest","Drama","Shana Feste",2009,96,115862,6000000,2163,7394,113,6.7,"[ 63,100)"
"The Lovely Bones","Drama","Peter Jackson",2009,135,43982842,65000000,2369,125114,901,6.7,"[120,280]"
"Whip It","Drama","Drew Barrymore",2009,111,13034417,15000000,2633,55665,348,6.9,"[100,120)"
"Ice Age: Dawn of the Dinosaurs","Action","Carlos Saldanha",2009,94,196573705,90000000,1258,166791,320,7,"[ 63,100)"
"A Serious Man","Comedy","Ethan Coen",2009,106,9190525,7000000,1120,102125,665,7,"[100,120)"
"Away We Go","Comedy","Sam Mendes",2009,98,9430988,17000000,1997,45992,332,7.1,"[ 63,100)"
"I Love You, Man","Comedy","John Hamburg",2009,105,71347010,40000000,28928,166194,430,7.1,"[100,120)"
"To Save a Life","Drama","Brian Baugh",2009,120,3773863,1000000,2563,4583,75,7.1,"[120,280]"
"Get Low","Drama","Aaron Schneider",2009,100,9176553,7500000,19330,19147,257,7.1,"[100,120)"
"Brothers","Drama","Jim Sheridan",2009,105,28501651,26000000,39473,88037,418,7.1,"[100,120)"
"The Time Traveler's Wife","Drama","Robert Schwentke",2009,107,63411478,39000000,568,114925,448,7.1,"[100,120)"
"Everybody's Fine","Adventure","Kirk Jones",2009,99,8855646,21000000,23409,49855,277,7.2,"[ 63,100)"
"Whatever Works","Comedy","Woody Allen",2009,92,5306447,15000000,2717,58967,387,7.2,"[ 63,100)"
"Mother and Child","Drama","Rodrigo Garcia",2009,125,1110286,4825000,8876,9727,226,7.2,"[120,280]"
"The Messenger","Drama","Oren Moverman",2009,105,66637,6500000,14462,29608,309,7.2,"[100,120)"
"The Road","Adventure","John Hillcoat",2009,111,56692,25000000,23566,177401,859,7.3,"[100,120)"
"Crazy Heart","Drama","Scott Cooper",2009,112,39462438,7000000,13172,67760,499,7.3,"[100,120)"
"Precious","Drama","Lee Daniels",2009,109,47536959,10000000,3276,86956,598,7.3,"[100,120)"
"City Island","Comedy","Raymond De Felitta",2009,104,6670712,6000000,3825,27301,250,7.4,"[100,120)"
"Up in the Air","Drama","Jason Reitman",2009,108,83813460,25000000,35209,270238,843,7.4,"[100,120)"
"My Sister's Keeper","Drama","Nick Cassavetes",2009,109,49185998,30000000,1775,74476,332,7.4,"[100,120)"
"Sherlock Holmes","Action","Guy Ritchie",2009,128,209019489,90000000,23996,477300,1036,7.6,"[120,280]"
"A Single Man","Drama","Tom Ford",2009,99,9166863,7000000,14816,83182,528,7.6,"[ 63,100)"
"Watchmen","Action","Zack Snyder",2009,215,107503316,130000000,2530,392474,1680,7.7,"[120,280]"
"Zombieland","Adventure","Ruben Fleischer",2009,88,75590286,23600000,28011,386217,998,7.7,"[ 63,100)"
"500 Days of Summer","Comedy","Marc Webb",2009,95,32391374,7500000,54075,376600,825,7.7,"[ 63,100)"
"Fantastic Mr. Fox","Adventure","Wes Anderson",2009,87,20999103,40000000,24770,139114,580,7.8,"[ 63,100)"
"The Hangover","Comedy","Todd Phillips",2009,108,277313371,35000000,17623,583341,960,7.8,"[100,120)"
"Avatar","Action","James Cameron",2009,178,760505847,237000000,4834,886204,3777,7.9,"[120,280]"
"Star Trek","Action","J.J. Abrams",2009,127,257704099,150000000,39284,504419,2077,8,"[120,280]"
"Inglourious Basterds","Adventure","Quentin Tarantino",2009,153,120523073,75000000,36741,885175,2013,8.3,"[120,280]"
"Up","Adventure","Pete Docter",2009,96,292979556,175000000,2635,665575,1112,8.3,"[ 63,100)"
"Vampires Suck","Comedy","Jason Friedberg",2010,82,36658108,20000000,2898,39095,309,3.5,"[ 63,100)"
"Furry Vengeance","Comedy","Roger Kumble",2010,92,17596256,35000000,6327,12399,185,3.8,"[ 63,100)"
"The Last Airbender","Action","M. Night Shyamalan",2010,103,131564731,150000000,2857,118951,1662,4.2,"[100,120)"
"Marmaduke","Comedy","Tom Dey",2010,87,33643461,50000000,20061,11257,163,4.2,"[ 63,100)"
"Cats & Dogs: The Revenge of Kitty Galore","Action","Brad Peyton",2010,82,43575716,85000000,3326,10233,154,4.3,"[ 63,100)"
"Sex and the City 2","Comedy","Michael Patrick King",2010,146,95328937,100000000,4555,59581,514,4.3,"[120,280]"
"Skyline","Action","Colin Strause",2010,97,21371425,10000000,3679,76199,1165,4.4,"[ 63,100)"
"Why Did I Get Married Too?","Comedy","Tyler Perry",2010,121,60072596,20000000,6657,7664,108,4.4,"[120,280]"
"Yogi Bear","Adventure","Eric Brevig",2010,80,100169068,80000000,4394,16385,243,4.6,"[ 63,100)"
"The Virginity Hit","Comedy","Huck Botko",2010,86,535249,3400000,768,3467,59,4.6,"[ 63,100)"
"Jonah Hex","Action","Jimmy Hayward",2010,81,10539414,47000000,14619,45729,354,4.7,"[ 63,100)"
"The Twilight Saga: Eclipse","Adventure","David Slade",2010,124,300523113,68000000,52547,184637,791,4.9,"[120,280]"
"Gulliver's Travels","Adventure","Rob Letterman",2010,85,42776259,112000000,1173,53160,305,4.9,"[ 63,100)"
"Our Family Wedding","Comedy","Rick Famuyiwa",2010,103,20246959,14000000,3299,5721,91,4.9,"[100,120)"
"Dylan Dog: Dead of Night","Action","Kevin Munroe",2010,107,1183354,20000000,1577,13026,213,5.1,"[100,120)"
"Legion","Action","Scott Stewart",2010,100,40168080,26000000,3889,80870,541,5.2,"[100,120)"
"Alpha and Omega","Adventure","Anthony Bell",2010,90,25077977,20000000,2486,10986,168,5.3,"[ 63,100)"
"The Back-up Plan","Comedy","Alan Poul",2010,104,37481242,35000000,3356,40654,245,5.3,"[100,120)"
"How Do You Know","Comedy","James L. Brooks",2010,121,30212620,120000000,993,35066,364,5.3,"[120,280]"
"The Spy Next Door","Action","Brian Levant",2010,94,24268828,28000000,3436,29971,168,5.4,"[ 63,100)"
"Killers","Action","Robert Luketic",2010,100,47000485,75000000,25206,72867,260,5.4,"[100,120)"
"The Tempest","Comedy","Julie Taymor",2010,110,263365,20000000,3785,6147,128,5.4,"[100,120)"
"Stone","Drama","John Curran",2010,105,1796024,22000000,37766,34985,273,5.4,"[100,120)"
"MacGruber","Action","Jorma Taccone",2010,95,8460995,10000000,2618,35888,288,5.5,"[ 63,100)"
"The Bounty Hunter","Action","Andy Tennant",2010,110,67061228,40000000,21554,96565,296,5.5,"[100,120)"
"Piranha 3D","Comedy","Alexandre Aja",2010,88,25003072,24000000,5737,72552,739,5.5,"[ 63,100)"
"Little Fockers","Comedy","Paul Weitz",2010,98,148383780,100000000,24082,85531,332,5.5,"[ 63,100)"
"Cop Out","Action","Kevin Smith",2010,107,44867349,37000000,14483,75347,379,5.6,"[100,120)"
"Love Ranch","Comedy","Taylor Hackford",2010,117,134904,25000000,3204,2395,66,5.7,"[100,120)"
"Valentine's Day","Comedy","Garry Marshall",2010,125,110476776,52000000,45696,95437,397,5.7,"[120,280]"
"Eat Pray Love","Drama","Ryan Murphy",2010,140,80574010,60000000,20440,63493,515,5.7,"[120,280]"
"Clash of the Titans","Action","Louis Leterrier",2010,106,163192114,125000000,18003,229679,981,5.8,"[100,120)"
"You Again","Comedy","Andy Fickman",2010,105,25677801,20000000,4813,41273,227,5.8,"[100,120)"
"The Last Song","Drama","Julie Anne Robinson",2010,107,62933793,20000000,2341,62421,308,5.8,"[100,120)"
"The Wolfman","Drama","Joe Johnston",2010,119,61937495,150000000,13071,89442,789,5.8,"[100,120)"
"The Extra Man","Comedy","Shari Springer Berman",2010,108,453079,7000000,2029,4124,133,5.9,"[100,120)"
"The Tourist","Action","Florian Henckel von Donnersmarck",2010,103,67631157,100000000,55175,176598,695,6,"[100,120)"
"Ca$h","Comedy","Stephen Milburn Anderson",2010,118,46451,7000000,27756,7663,65,6,"[100,120)"
"Grown Ups","Comedy","Dennis Dugan",2010,102,162001186,80000000,28497,181443,490,6,"[100,120)"
"The Sorcerer's Apprentice","Action","Jon Turteltaub",2010,109,63143812,150000000,13388,124185,473,6.1,"[100,120)"
"The Switch","Comedy","Josh Gordon",2010,101,27758465,19000000,1292,77987,301,6.1,"[100,120)"
"Takers","Action","John Luessenhop",2010,107,57744720,20000000,31529,46961,251,6.2,"[100,120)"
"Diary of a Wimpy Kid","Comedy","Thor Freudenthal",2010,94,64001297,15000000,20154,32002,214,6.2,"[ 63,100)"
